OBJECTID,Label,pt_sequence,pt_type,pt_type_fr,source,source_fr,NAFO_SubArea,NAFO_Division,NAFO_SubDivision,NAFO_SubSubDivision,lat_dd,long_dd,lat_ddm,long_ddm,line_id
1220,1A,9.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,69.905968,-60.986264,69° 54.358' N,60° 59.176' W,1A
1221,1A,10,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,69.921111,-60.990222,69° 55.267' N,60° 59.413' W,1A
1222,1A,11,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,69.930361,-60.997556,69° 55.822' N,60° 59.853' W,1A
1223,1A,11.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,69.946632,-61.009251,69° 56.798' N,61° 0.555' W,1A
1224,1A,11.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,69.962901,-61.020964,69° 57.774' N,61° 1.258' W,1A
1225,1A,11.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,69.97917,-61.032696,69° 58.750' N,61° 1.962' W,1A
1226,1A,11.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,69.995438,-61.044445,69° 59.726' N,61° 2.667' W,1A
1227,1A,11.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.011706,-61.056213,70° 0.702' N,61° 3.373' W,1A
1228,1A,12,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,70.027972,-61.068,70° 1.678' N,61° 4.080' W,1A
1229,1A,12.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.044279,-61.07862,70° 2.657' N,61° 4.717' W,1A
1230,1A,12.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.060586,-61.089257,70° 3.635' N,61° 5.355' W,1A
1231,1A,12.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.076892,-61.099911,70° 4.614' N,61° 5.995' W,1A
1232,1A,12.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.093197,-61.110581,70° 5.592' N,61° 6.635' W,1A
1233,1A,12.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.109502,-61.121268,70° 6.570' N,61° 7.276' W,1A
1234,1A,13,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,70.125806,-61.131972,70° 7.548' N,61° 7.918' W,1A
1235,1A,13.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.136458,-61.138191,70° 8.187' N,61° 8.291' W,1A
1236,1A,14,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,70.147111,-61.144417,70° 8.827' N,61° 8.665' W,1A
1237,1A,14.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.162628,-61.150471,70° 9.758' N,61° 9.028' W,1A
1238,1A,14.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.178145,-61.156534,70° 10.689' N,61° 9.392' W,1A
1239,1A,14.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.193662,-61.162606,70° 11.620' N,61° 9.756' W,1A
1240,1A,14.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.209178,-61.168687,70° 12.551' N,61° 10.121' W,1A
1241,1A,15,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,70.224694,-61.174778,70° 13.482' N,61° 10.487' W,1A
1242,1A,15.01,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.241878,-61.180493,70° 14.513' N,61° 10.830' W,1A
1243,1A,15.02,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.259061,-61.186218,70° 15.544' N,61° 11.173' W,1A
1244,1A,15.03,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.276244,-61.191953,70° 16.575' N,61° 11.517' W,1A
1245,1A,15.04,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.293426,-61.197697,70° 17.606' N,61° 11.862' W,1A
1246,1A,15.05,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.310609,-61.203451,70° 18.637' N,61° 12.207' W,1A
1247,1A,15.06,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.327791,-61.209214,70° 19.667' N,61° 12.553' W,1A
1248,1A,15.07,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.344973,-61.214987,70° 20.698' N,61° 12.899' W,1A
1249,1A,15.08,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.362154,-61.22077,70° 21.729' N,61° 13.246' W,1A
1250,1A,15.09,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.379336,-61.226562,70° 22.760' N,61° 13.594' W,1A
1251,1A,15.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.396517,-61.232365,70° 23.791' N,61° 13.942' W,1A
1252,1A,15.11,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.413698,-61.238177,70° 24.822' N,61° 14.291' W,1A
1253,1A,15.12,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.430879,-61.243999,70° 25.853' N,61° 14.640' W,1A
1254,1A,15.13,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.44806,-61.24983,70° 26.884' N,61° 14.990' W,1A
1255,1A,15.14,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.46524,-61.255672,70° 27.914' N,61° 15.340' W,1A
1256,1A,15.15,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.48242,-61.261523,70° 28.945' N,61° 15.691' W,1A
1257,1A,15.16,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.4996,-61.267384,70° 29.976' N,61° 16.043' W,1A
1258,1A,15.17,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.51678,-61.273256,70° 31.007' N,61° 16.395' W,1A
1259,1A,15.18,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.53396,-61.279137,70° 32.038' N,61° 16.748' W,1A
1260,1A,16,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,70.551139,-61.285028,70° 33.068' N,61° 17.102' W,1A
1261,1A,16.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.564909,-61.302652,70° 33.895' N,61° 18.159' W,1A
1262,1A,16.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.578678,-61.3203,70° 34.721' N,61° 19.218' W,1A
1263,1A,17,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,70.592444,-61.337972,70° 35.547' N,61° 20.278' W,1A
1264,1A,17.01,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.608644,-61.359997,70° 36.519' N,61° 21.600' W,1A
1265,1A,17.02,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.624842,-61.382058,70° 37.491' N,61° 22.923' W,1A
1266,1A,17.03,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.641036,-61.404154,70° 38.462' N,61° 24.249' W,1A
1267,1A,17.04,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.657228,-61.426286,70° 39.434' N,61° 25.577' W,1A
1268,1A,17.05,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.673418,-61.448453,70° 40.405' N,61° 26.907' W,1A
1269,1A,17.06,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.689604,-61.470656,70° 41.376' N,61° 28.239' W,1A
1270,1A,17.07,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.705788,-61.492894,70° 42.347' N,61° 29.574' W,1A
1271,1A,17.08,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.721969,-61.515169,70° 43.318' N,61° 30.910' W,1A
1272,1A,17.09,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.738147,-61.53748,70° 44.289' N,61° 32.249' W,1A
1273,1A,17.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.754323,-61.559826,70° 45.259' N,61° 33.590' W,1A
1274,1A,17.11,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.770496,-61.582209,70° 46.230' N,61° 34.933' W,1A
1275,1A,17.12,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.786666,-61.604628,70° 47.200' N,61° 36.278' W,1A
1276,1A,18,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,70.802833,-61.627083,70° 48.170' N,61° 37.625' W,1A
1277,1A,18.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.818149,-61.647488,70° 49.089' N,61° 38.849' W,1A
1278,1A,18.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.833463,-61.667923,70° 50.008' N,61° 40.075' W,1A
1279,1A,18.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.848774,-61.68839,70° 50.926' N,61° 41.303' W,1A
1280,1A,19,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,70.864083,-61.708889,70° 51.845' N,61° 42.533' W,1A
1281,1A,19.01,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.880184,-61.729542,70° 52.811' N,61° 43.773' W,1A
1282,1A,19.02,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.896282,-61.750229,70° 53.777' N,61° 45.014' W,1A
1283,1A,19.03,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.912378,-61.77095,70° 54.743' N,61° 46.257' W,1A
1284,1A,19.04,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.928471,-61.791704,70° 55.708' N,61° 47.502' W,1A
1285,1A,19.05,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.944562,-61.812492,70° 56.674' N,61° 48.750' W,1A
1286,1A,19.06,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.960651,-61.833313,70° 57.639' N,61° 49.999' W,1A
1287,1A,19.07,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.976737,-61.854169,70° 58.604' N,61° 51.250' W,1A
1288,1A,19.08,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,70.992821,-61.875058,70° 59.569' N,61° 52.503' W,1A
1289,1A,19.09,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.008903,-61.895982,71° 0.534' N,61° 53.759' W,1A
1290,1A,19.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.024982,-61.916939,71° 1.499' N,61° 55.016' W,1A
1291,1A,19.11,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.041059,-61.937931,71° 2.464' N,61° 56.276' W,1A
1292,1A,19.12,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.057133,-61.958958,71° 3.428' N,61° 57.537' W,1A
1293,1A,19.13,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.073205,-61.980018,71° 4.392' N,61° 58.801' W,1A
1294,1A,19.14,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.089275,-62.001113,71° 5.357' N,62° 0.067' W,1A
1295,1A,19.15,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.105342,-62.022243,71° 6.321' N,62° 1.335' W,1A
1296,1A,19.16,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.121407,-62.043407,71° 7.284' N,62° 2.604' W,1A
1297,1A,19.17,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.137469,-62.064606,71° 8.248' N,62° 3.876' W,1A
1298,1A,19.18,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.153529,-62.085839,71° 9.212' N,62° 5.150' W,1A
1299,1A,19.19,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.169587,-62.107108,71° 10.175' N,62° 6.426' W,1A
1300,1A,19.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.185642,-62.128411,71° 11.139' N,62° 7.705' W,1A
1301,1A,20,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,71.201694,-62.14975,71° 12.102' N,62° 8.985' W,1A
1302,1A,20.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.218078,-62.169795,71° 13.085' N,62° 10.188' W,1A
1303,1A,20.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.234459,-62.189874,71° 14.068' N,62° 11.392' W,1A
1304,1A,20.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.250839,-62.209987,71° 15.050' N,62° 12.599' W,1A
1305,1A,20.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.267215,-62.230134,71° 16.033' N,62° 13.808' W,1A
1306,1A,20.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.28359,-62.250314,71° 17.015' N,62° 15.019' W,1A
1307,1A,20.6,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.299963,-62.270529,71° 17.998' N,62° 16.232' W,1A
1308,1A,21,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,71.316333,-62.290778,71° 18.980' N,62° 17.447' W,1A
1309,1A,21.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.332891,-62.309554,71° 19.973' N,62° 18.573' W,1A
1310,1A,21.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.349446,-62.328362,71° 20.967' N,62° 19.702' W,1A
1311,1A,21.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.366,-62.347203,71° 21.960' N,62° 20.832' W,1A
1312,1A,21.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.382551,-62.366076,71° 22.953' N,62° 21.965' W,1A
1313,1A,21.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.399101,-62.384981,71° 23.946' N,62° 23.099' W,1A
1314,1A,21.6,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.415649,-62.403919,71° 24.939' N,62° 24.235' W,1A
1315,1A,22,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,71.432194,-62.422889,71° 25.932' N,62° 25.373' W,1A
1316,1A,22.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.446585,-62.437925,71° 26.795' N,62° 26.275' W,1A
1317,1A,22.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.460975,-62.452983,71° 27.659' N,62° 27.179' W,1A
1318,1A,22.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.475363,-62.468063,71° 28.522' N,62° 28.084' W,1A
1319,1A,23,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,71.48975,-62.483167,71° 29.385' N,62° 28.990' W,1A
1320,1A,23.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.502788,-62.497961,71° 30.167' N,62° 29.878' W,1A
1321,1A,23.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.515825,-62.512776,71° 30.950' N,62° 30.767' W,1A
1322,1A,24,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,71.528861,-62.527611,71° 31.732' N,62° 31.657' W,1A
1323,1A,24.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.538584,-62.541715,71° 32.315' N,62° 32.503' W,1A
1324,1A,25,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,71.548306,-62.555833,71° 32.898' N,62° 33.350' W,1A
1325,1A,25.01,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.564725,-62.577926,71° 33.884' N,62° 34.676' W,1A
1326,1A,25.02,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.581142,-62.600056,71° 34.869' N,62° 36.003' W,1A
1327,1A,25.03,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.597556,-62.622225,71° 35.853' N,62° 37.333' W,1A
1328,1A,25.04,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.613968,-62.644432,71° 36.838' N,62° 38.666' W,1A
1329,1A,25.05,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.630377,-62.666677,71° 37.823' N,62° 40.001' W,1A
1330,1A,25.06,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.646783,-62.68896,71° 38.807' N,62° 41.338' W,1A
1331,1A,25.07,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.663187,-62.711282,71° 39.791' N,62° 42.677' W,1A
1332,1A,25.08,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.679588,-62.733643,71° 40.775' N,62° 44.019' W,1A
1333,1A,25.09,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.695987,-62.756042,71° 41.759' N,62° 45.363' W,1A
1334,1A,25.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.712383,-62.77848,71° 42.743' N,62° 46.709' W,1A
1335,1A,25.11,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.728776,-62.800956,71° 43.727' N,62° 48.057' W,1A
1336,1A,26,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,71.745167,-62.823472,71° 44.710' N,62° 49.408' W,1A
1337,1A,26.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.759057,-62.841566,71° 45.543' N,62° 50.494' W,1A
1338,1A,26.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.772946,-62.859686,71° 46.377' N,62° 51.581' W,1A
1339,1A,27,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,71.786833,-62.877833,71° 47.210' N,62° 52.670' W,1A
1340,1A,27.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.80059,-62.90436,71° 48.035' N,62° 54.262' W,1A
1341,1A,27.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.814344,-62.930925,71° 48.861' N,62° 55.855' W,1A
1342,1A,27.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.828094,-62.957528,71° 49.686' N,62° 57.452' W,1A
1343,1A,27.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.84184,-62.984171,71° 50.510' N,62° 59.050' W,1A
1344,1A,27.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.855582,-63.010853,71° 51.335' N,63° 0.651' W,1A
1345,1A,27.6,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.869321,-63.037573,71° 52.159' N,63° 2.254' W,1A
1346,1A,28,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,1,1A,,,71.883056,-63.064333,71° 52.983' N,63° 3.860' W,1A
1347,1A,28.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.897521,-63.092249,71° 53.851' N,63° 5.535' W,1A
1348,1A,28.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.911983,-63.120208,71° 54.719' N,63° 7.212' W,1A
1349,1A,28.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.92644,-63.148211,71° 55.586' N,63° 8.893' W,1A
1350,1A,28.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.940893,-63.176256,71° 56.454' N,63° 10.575' W,1A
1351,1A,28.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.955343,-63.204345,71° 57.321' N,63° 12.261' W,1A
1352,1A,28.6,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.969788,-63.232478,71° 58.187' N,63° 13.949' W,1A
1353,1A,28.7,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.984229,-63.260654,71° 59.054' N,63° 15.639' W,1A
1354,1A,28.8,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,1,1A,,,71.998666,-63.288874,71° 59.920' N,63° 17.332' W,1A
